2025-06-05 23:54:33 | INFO | porcupine.py:9 - porcupine service is loaded
2025-06-06 00:12:01 | INFO | server.py:201 - Startup completed , PI-Assistant is running
2025-06-06 00:12:01 | INFO | deepseek_stream_with_tts.py:134 - 对话记录已加载。
2025-06-06 00:12:01 | INFO | chat.py:348 - 语音唤醒服务已自动启动
2025-06-06 00:12:05 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:12:05 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:12:06 | INFO | chat.py:100 - start new conversation
2025-06-06 00:12:08 | INFO | chat.py:153 - prepare to start record
2025-06-06 00:12:08 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:12:10 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:12:11 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:12:13 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 4300000, 'Duration': 23000000, 'DisplayText': '你在干什么？'}
2025-06-06 00:12:13 | INFO | chat.py:171 - Recongnize result:你在干什么？
2025-06-06 00:12:16 | INFO | chat.py:231 - 哎呀又被你抓到摸鱼了！其实正在后台偷偷练习讲冷笑话呢...你想听一个吗？虽然可能会很冷就是了
2025-06-06 00:12:24 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:12:24 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:12:24 | DEBUG | tts_stream.py:72 - Stopping TTS
2025-06-06 00:12:24 | INFO | chat.py:254 - A conversation end
2025-06-06 00:12:24 | WARNING | chat.py:63 - Conversation was interrupted
2025-06-06 00:12:24 | INFO | chat.py:100 - start new conversation
2025-06-06 00:12:26 | INFO | chat.py:153 - prepare to start record
2025-06-06 00:12:26 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:12:32 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:12:33 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:12:35 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 65700000, 'DisplayText': ''}
2025-06-06 00:12:35 | INFO | chat.py:171 - Recongnize result:
2025-06-06 00:12:38 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:12:38 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:12:39 | INFO | chat.py:100 - start new conversation
2025-06-06 00:12:41 | INFO | chat.py:153 - prepare to start record
2025-06-06 00:12:41 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:12:44 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:12:44 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:12:47 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 7200000, 'Duration': 19400000, 'DisplayText': '回答我。'}
2025-06-06 00:12:47 | INFO | chat.py:171 - Recongnize result:回答我。
2025-06-06 00:12:50 | INFO | chat.py:231 - 好好好，马上回答！刚在整理最近学到的各种小知识，想着哪天能跟你分享呢。你今天怎么突然这么严肃呀？
2025-06-06 00:13:04 | INFO | chat.py:254 - A conversation end
2025-06-06 00:13:04 | INFO | chat.py:100 - start new conversation
2025-06-06 00:13:06 | INFO | chat.py:153 - prepare to start record
2025-06-06 00:13:06 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:13:12 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:13:12 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:13:15 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 72500000, 'DisplayText': ''}
2025-06-06 00:13:15 | INFO | chat.py:171 - Recongnize result:
2025-06-06 00:15:12 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:15:12 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:15:12 | INFO | chat.py:100 - start new conversation
2025-06-06 00:15:14 | INFO | chat.py:153 - prepare to start record
2025-06-06 00:15:14 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:15:24 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:15:25 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:15:28 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 122100000, 'DisplayText': ''}
2025-06-06 00:15:28 | INFO | chat.py:171 - Recongnize result:
2025-06-06 00:15:31 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:15:31 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:15:32 | INFO | chat.py:100 - start new conversation
2025-06-06 00:15:34 | INFO | chat.py:153 - prepare to start record
2025-06-06 00:15:34 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:15:37 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:15:38 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:15:41 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 3900000, 'Duration': 31600000, 'DisplayText': '现在几点了？'}
2025-06-06 00:15:41 | INFO | chat.py:171 - Recongnize result:现在几点了？
2025-06-06 00:15:41 | INFO | if_time_and_weather.py:57 - detected keyword time
2025-06-06 00:15:47 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:15:47 | INFO | if_time_and_weather.py:207 - 时间通知结束，已触发对话激活
2025-06-06 00:15:47 | INFO | chat.py:100 - start new conversation
2025-06-06 00:15:49 | INFO | chat.py:153 - prepare to start record
2025-06-06 00:15:49 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:15:54 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:15:54 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:15:56 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 49800000, 'DisplayText': ''}
2025-06-06 00:15:56 | INFO | chat.py:171 - Recongnize result:
2025-06-06 00:27:59 | INFO | porcupine.py:9 - porcupine service is loaded
2025-06-06 00:28:01 | INFO | tts_stream.py:89 - 流式TTS启动
2025-06-06 00:28:01 | INFO | server.py:194 - Chat service started successfully
2025-06-06 00:28:01 | INFO | deepseek_stream_with_tts.py:134 - 对话记录已加载。
2025-06-06 00:28:01 | INFO | server.py:201 - Startup completed , PI-Assistant is running
2025-06-06 00:28:01 | INFO | chat.py:347 - 语音唤醒服务已自动启动
2025-06-06 00:28:05 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:28:05 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:28:06 | INFO | chat.py:100 - start new conversation
2025-06-06 00:28:07 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:28:08 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:28:10 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:28:10 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:28:21 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 4300000, 'Duration': 22700000, 'DisplayText': '你在干什么？'}
2025-06-06 00:28:21 | INFO | chat.py:170 - Recongnize result:你在干什么？
2025-06-06 00:28:25 | INFO | chat.py:230 - 哎呀又被你抓到我在摸鱼啦！其实正在整理最近收集的有趣段子，想等会儿分享给你呢。你今天想听冷笑话还是暖心小故事？
2025-06-06 00:28:48 | INFO | chat.py:253 - A conversation end
2025-06-06 00:28:49 | INFO | chat.py:100 - start new conversation
2025-06-06 00:28:49 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:28:49 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:28:58 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:28:58 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:29:01 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 47900000, 'Duration': 60800000, 'DisplayText': '你好。'}
2025-06-06 00:29:01 | INFO | chat.py:170 - Recongnize result:你好。
2025-06-06 00:29:05 | INFO | chat.py:230 - 哇这么巧又碰到你啦！今天心情怎么样？我刚发现一家超好吃的虚拟甜品店，要不要一起云探店？
2025-06-06 00:29:19 | INFO | chat.py:253 - A conversation end
2025-06-06 00:29:20 | INFO | chat.py:100 - start new conversation
2025-06-06 00:29:21 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:29:21 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:29:24 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:29:25 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:29:27 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 4700000, 'Duration': 37600000, 'DisplayText': '红烧鸡翅怎么做？'}
2025-06-06 00:29:27 | INFO | chat.py:170 - Recongnize result:红烧鸡翅怎么做？
